title,artist,low,high,source_url
Stuck Inside of Mobile With the Memphis Blues Again,Bob Dylan,D3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Summer Days,Bob Dylan,D#3,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Sweetheart Like You,Bob Dylan,C#3,G#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
That Old Black Magic,Bob Dylan,C3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
The Christmas Blues,Bob Dylan,A2,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
The Christmas Song (Chestnuts Roasting on an Open Fire),Bob Dylan,G#2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
The Little Drummer Boy,Bob Dylan,G2,A3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
The Man In Me,Bob Dylan,D#3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
The Mighty Quinn (Quinn the Eskimo),Bob Dylan,A2,F#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Things Have Changed,Bob Dylan,G2,A#3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Time Passes Slowly,Bob Dylan,F2,G4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Tryin' To Get To Heaven,Bob Dylan,C3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Visions of Johanna,Bob Dylan,A2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
When He Returns,Bob Dylan,D#3,G#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Winter Wonderland,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
You Ain't Goin' Nowhere,Bob Dylan,G2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
You're a Big Girl Now,Bob Dylan,D3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Young at Heart,Bob Dylan,A#2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Africa Unite,Bob Marley,E3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Concrete Jungle,Bob Marley,D3,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Easy Skanking,Bob Marley,D3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
I Know a Place,Bob Marley,D3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
I'm Hurting Inside,Bob Marley,D3,F#4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Natural Mystic,Bob Marley,E3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
No Woman No Cry,Bob Marley,A2,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
One Love,Bob Marley,D3,A#4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
One Love / People Get Ready,Bob Marley,D3,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Please Don't Rock My Boat,Bob Marley,E3,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Satisfy My Soul,Bob Marley,D3,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Sun Is Shining,Bob Marley,F3,A4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
Waiting In Vain,Bob Marley,F3,G#4,https://singingcarrots.com/artist-range?artist=Bob%20Marley
All of the Roads,Bob Seger,F3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Detroit Made,Bob Seger,E3,F#4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Gates of Eden,Bob Seger,A2,G4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Let the Rivers Run,Bob Seger,E3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Listen,Bob Seger,C3,D4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Ride Out,Bob Seger,D3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
Shakedown,Bob Seger,B2,G4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
The Fireman's Talkin',Bob Seger,E3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Seger
As Long as I'm Singin',Bobby Darin,D3,D4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Clementine,Bobby Darin,A#2,G#4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Dream Lover,Bobby Darin,D3,C4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Eighteen Yellow Roses,Bobby Darin,B2,D4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
If I Were a Carpenter,Bobby Darin,A2,D4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
In Love In Vain,Bobby Darin,A#2,D#4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Lovin' You,Bobby Darin,B2,C#4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
More,Bobby Darin,G2,D4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Multiplication,Bobby Darin,C3,E4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Simple Song of Freedom,Bobby Darin,C3,B3,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
That's All,Bobby Darin,C3,E4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
Things,Bobby Darin,C3,G4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
You're the Reason I'm Living,Bobby Darin,A2,F#4,https://singingcarrots.com/artist-range?artist=Bobby%20Darin
00000 Million,Bon Iver,C3,F4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
10 dEAThbREasT,Bon Iver,A#2,A#4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
21 Moon Water,Bon Iver,C3,E4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
22 (Over Soon),Bon Iver,G2,A4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
"33 ""God""",Bon Iver,B2,B4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
715 - Creeks,Bon Iver,D#3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
AUATC,Bon Iver,D3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
Michicant,Bon Iver,F3,G#4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
Re: Stacks,Bon Iver,C#3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
Roslyn,Bon Iver,A#2,G4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
Towers,Bon Iver,B2,C#4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
U (Man Like),Bon Iver,A#2,A#4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
__45__,Bon Iver,F#2,G4,https://singingcarrots.com/artist-range?artist=Bon%20Iver
(You Want To) Make a Memory,Bon Jovi,A1,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
All About Lovin' You,Bon Jovi,D3,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
All I Want Is Everything,Bon Jovi,D3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Any Other Day,Bon Jovi,A1,B3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Bad Medicine,Bon Jovi,E2,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Because We Can,Bon Jovi,F3,F4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Bells of Freedom,Bon Jovi,B2,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Bitter Wine,Bon Jovi,C3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Born To Be My Baby,Bon Jovi,F3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Breakout,Bon Jovi,G#2,D#4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Burning for Love,Bon Jovi,A2,A3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Come Back,Bon Jovi,G2,F3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Hearts Breaking Even,Bon Jovi,F3,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Hey God,Bon Jovi,C3,D4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
I Am,Bon Jovi,D3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
I Love This Town,Bon Jovi,D2,G3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Last Man Standing,Bon Jovi,B2,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Learn To Love,Bon Jovi,C3,F4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Lie to Me,Bon Jovi,B1,B3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Lost Highway,Bon Jovi,D3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Love Lies,Bon Jovi,E3,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
My Guitar Lies Bleeding in My Arms,Bon Jovi,C3,C4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
No Apologies,Bon Jovi,A#2,G#4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Only Lonely,Bon Jovi,G2,A#3,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Seat Next To You,Bon Jovi,F3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Story of My Life,Bon Jovi,E3,F#4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Summertime,Bon Jovi,D3,E4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Superman Tonight,Bon Jovi,D3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Thank You for Loving Me,Bon Jovi,G2,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
This Ain't a Love Song,Bon Jovi,B2,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Till We Ain't Strangers Anymore,Bon Jovi,D3,B4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Welcome To Wherever You Are,Bon Jovi,B2,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
What Do You Got?,Bon Jovi,E3,A4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
When We Were Beautiful,Bon Jovi,D3,E4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
Who Says You Can't Go Home,Bon Jovi,D3,G4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
You Give Love a Bad Name,Bon Jovi,G2,A#4,https://singingcarrots.com/artist-range?artist=Bon%20Jovi
(Goin') Wild for You Baby,Bonnie Raitt,F3,A#4,https://singingcarrots.com/artist-range?artist=Bonnie%20Raitt
Dimming of the Day,Bonnie Raitt,D3,B4,https://singingcarrots.com/artist-range?artist=Bonnie%20Raitt
Just Like That,Bonnie Raitt,C#3,G4,https://singingcarrots.com/artist-range?artist=Bonnie%20Raitt
One Belief Away,Bonnie Raitt,F3,A#4,https://singingcarrots.com/artist-range?artist=Bonnie%20Raitt
A Man This Lonely,Brooks & Dunn,E3,G#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Ain't Nothing 'bout You,Brooks & Dunn,F3,G4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Building Bridges,Brooks & Dunn,E3,A4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Cowgirls Don't Cry,Brooks & Dunn,C#3,E4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
God Must Be Busy,Brooks & Dunn,C#3,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
He's Got You,Brooks & Dunn,A2,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Hillbilly Deluxe,Brooks & Dunn,D3,A4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
How Long Gone,Brooks & Dunn,D3,A4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Husbands and Wives,Brooks & Dunn,F2,G4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
It's Getting Better All the Time,Brooks & Dunn,B2,E4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Little Miss Honky Tonk,Brooks & Dunn,F3,A#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
My Next Broken Heart,Brooks & Dunn,B2,G4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Play Something Country,Brooks & Dunn,D3,A#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Proud of the House We Built,Brooks & Dunn,D#3,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
Rock My World (Little Country Girl),Brooks & Dunn,E2,G#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
That Ain't No Way To Go,Brooks & Dunn,D3,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
That's What It's All About,Brooks & Dunn,A2,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
That's What She Gets for Loving Me,Brooks & Dunn,E3,F#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
We'll Burn That Bridge,Brooks & Dunn,B2,G#4,https://singingcarrots.com/artist-range?artist=Brooks%20%26%20Dunn
A Night With the Jersey Devil,Bruce Springsteen,E2,G#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Across the Border,Bruce Springsteen,D2,E3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Adam Raised a Cain,Bruce Springsteen,E3,A4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
All I'm Thinkin' About,Bruce Springsteen,C3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
All The Way Home,Bruce Springsteen,D3,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
American Skin (41 Shots),Bruce Springsteen,E3,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Backstreets,Bruce Springsteen,D3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Badlands,Bruce Springsteen,E3,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Balboa Park,Bruce Springsteen,E2,E3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Be True,Bruce Springsteen,A2,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Because the Night,Bruce Springsteen,C3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Black Cowboys,Bruce Springsteen,E2,G3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Blinded By the Light,Bruce Springsteen,E3,G#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Blood Brothers,Bruce Springsteen,F#2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Brilliant Disguise,Bruce Springsteen,C3,A4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Darkness on the Edge of Town,Bruce Springsteen,D3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Darlington County,Bruce Springsteen,A2,A4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Dead Man Walkin',Bruce Springsteen,A2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Death To My Hometown,Bruce Springsteen,C3,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Devil's Arcade,Bruce Springsteen,B2,A3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Devils & Dust,Bruce Springsteen,G2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Down In the Hole,Bruce Springsteen,C3,A3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Downbound Train,Bruce Springsteen,D3,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Drive All Night,Bruce Springsteen,C3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Dry Lightning,Bruce Springsteen,C3,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Easy Money,Bruce Springsteen,D3,E4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Factory,Bruce Springsteen,C3,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Fade Away,Bruce Springsteen,D3,B4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Fire,Bruce Springsteen,A2,A3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
For You,Bruce Springsteen,C3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Frankie Fell In Love,Bruce Springsteen,E3,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
From Small Things,Bruce Springsteen,E2,G#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Galveston Bay,Bruce Springsteen,G2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Girls In Their Summer Clothes,Bruce Springsteen,D3,F4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Growin' Up,Bruce Springsteen,E3,F4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Gypsy Biker,Bruce Springsteen,D3,A#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Harry's Place,Bruce Springsteen,D#2,D#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Highway 29,Bruce Springsteen,G2,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Highway Patrolman,Bruce Springsteen,D3,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Human Touch,Bruce Springsteen,C3,A4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Hunter of Invisible Game,Bruce Springsteen,E2,A3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
I Wanna Marry You,Bruce Springsteen,D3,E4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
I'll Work for Your Love,Bruce Springsteen,F3,F4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
I'm Goin' Down,Bruce Springsteen,E3,C#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
I'm on Fire,Bruce Springsteen,C#3,C#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Incident on 57th Street,Bruce Springsteen,A#2,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
It's Hard To Be a Saint In the City,Bruce Springsteen,C#3,F#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Jack of All Trades,Bruce Springsteen,F#2,C#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Jackson Cage,Bruce Springsteen,C#3,G#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
"Janey, Don't You Lose Heart",Bruce Springsteen,C#3,C#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Jesus Was An Only Son,Bruce Springsteen,A2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Johnny Bye Bye,Bruce Springsteen,E2,E4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Jungleland,Bruce Springsteen,E2,G4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Just Like Fire Would,Bruce Springsteen,G2,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Kingdom of Days,Bruce Springsteen,C#3,D4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Land of Hope and Dreams,Bruce Springsteen,C3,E4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Last To Die,Bruce Springsteen,E3,B4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Leah,Bruce Springsteen,A2,C4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Life Itself,Bruce Springsteen,F#2,C#4,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
Long Time Comin',Bruce Springsteen,B2,B3,https://singingcarrots.com/artist-range?artist=Bruce%20Springsteen
